day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;178300;ASH_COATED_OSMIUM;10003;14;10000;22;;;10019;14;10021;22;;;10011.0;0.0
1;178400;INTARIAN_PEPPER_ROOT;10616;8;10613;20;;;10630;8;;;;;10623.0;0.0
1;178400;ASH_COATED_OSMIUM;10000;27;;;;;10018;11;10021;27;;;10009.0;0.0
1;178500;INTARIAN_PEPPER_ROOT;10613;15;;;;;10631;11;10634;15;;;10622.0;0.0
1;178500;ASH_COATED_OSMIUM;10002;11;10000;27;;;10018;11;10021;27;;;10010.0;0.0
1;178600;ASH_COATED_OSMIUM;10000;25;;;;;10018;12;10021;25;;;10009.0;0.0
1;178600;INTARIAN_PEPPER_ROOT;10616;11;;;;;10630;11;10633;24;;;10623.0;0.0
1;178700;INTARIAN_PEPPER_ROOT;10616;8;10612;15;;;10630;8;10633;15;;;10623.0;0.0
1;178700;ASH_COATED_OSMIUM;10002;14;10000;28;;;10018;14;10021;28;;;10010.0;0.0
1;178800;INTARIAN_PEPPER_ROOT;10612;21;;;;;10630;10;10633;21;;;10621.0;0.0
1;178800;ASH_COATED_OSMIUM;10002;10;9999;25;;;10018;10;10020;25;;;10010.0;0.0
1;178900;INTARIAN_PEPPER_ROOT;10612;19;;;;;10629;10;10632;19;;;10620.5;0.0
1;178900;ASH_COATED_OSMIUM;10002;10;10000;24;;;10018;10;10021;24;;;10010.0;0.0
1;179000;ASH_COATED_OSMIUM;10001;10;;;;;10017;10;;;;;10009.0;0.0
1;179000;INTARIAN_PEPPER_ROOT;10615;12;;;;;10629;12;10632;25;;;10622.0;0.0
1;179100;INTARIAN_PEPPER_ROOT;;;;;;;10632;20;;;;;10632.0;0.0
1;179100;ASH_COATED_OSMIUM;10001;13;;;;;10017;13;;;;;10009.0;0.0
1;179200;INTARIAN_PEPPER_ROOT;;;;;;;10629;8;10633;16;;;10629.0;0.0
1;179200;ASH_COATED_OSMIUM;10001;11;9999;25;;;;;;;;;10001.0;0.0
1;179300;INTARIAN_PEPPER_ROOT;10614;9;10611;22;;;10628;9;10632;22;;;10621.0;0.0
1;179300;ASH_COATED_OSMIUM;10001;13;9999;25;;;10017;13;10020;25;;;10009.0;0.0
1;179400;ASH_COATED_OSMIUM;9999;28;;;;;10018;14;10020;28;;;10008.5;0.0
1;179400;INTARIAN_PEPPER_ROOT;10614;9;10611;17;;;10628;9;10632;17;;;10621.0;0.0
1;179500;INTARIAN_PEPPER_ROOT;10614;11;10611;19;;;10629;11;;;;;10621.5;0.0
1;179500;ASH_COATED_OSMIUM;10002;14;9999;20;;;10018;14;10020;20;;;10010.0;0.0
1;179600;INTARIAN_PEPPER_ROOT;10614;8;10610;21;;;10631;21;;;;;10622.5;0.0
1;179600;ASH_COATED_OSMIUM;10002;15;;;;;10018;15;10020;30;;;10010.0;0.0
1;179700;INTARIAN_PEPPER_ROOT;10614;11;10610;20;;;10628;11;10631;20;;;10621.0;0.0
1;179700;ASH_COATED_OSMIUM;10008;4;10002;12;10000;30;10018;12;10021;30;;;10013.0;0.0
1;179800;INTARIAN_PEPPER_ROOT;10614;11;10610;18;;;10628;11;10631;18;;;10621.0;0.0
1;179800;ASH_COATED_OSMIUM;10002;12;9999;20;;;10020;20;;;;;10011.0;0.0
1;179900;ASH_COATED_OSMIUM;10002;13;;;;;10018;13;10020;20;;;10010.0;0.0
1;179900;INTARIAN_PEPPER_ROOT;10613;11;10610;21;;;10627;11;10630;21;;;10620.0;0.0
1;180000;INTARIAN_PEPPER_ROOT;;;;;;;10627;8;10630;15;;;10627.0;0.0
1;180000;ASH_COATED_OSMIUM;10002;14;9999;21;;;10018;14;10020;21;;;10010.0;0.0
1;180100;INTARIAN_PEPPER_ROOT;10613;11;10610;15;;;10627;11;10630;15;;;10620.0;0.0
1;180100;ASH_COATED_OSMIUM;10002;14;9999;20;;;10018;14;10020;20;;;10010.0;0.0
1;180200;INTARIAN_PEPPER_ROOT;10613;10;;;;;10631;22;;;;;10622.0;0.0
1;180200;ASH_COATED_OSMIUM;10002;15;10000;23;;;10021;23;;;;;10011.5;0.0
1;180300;ASH_COATED_OSMIUM;;;;;;;10018;11;;;;;10018.0;0.0
1;180300;INTARIAN_PEPPER_ROOT;10612;11;10609;23;;;10626;11;10630;23;;;10619.0;0.0
1;180400;INTARIAN_PEPPER_ROOT;10609;23;;;;;10626;11;10630;23;;;10617.5;0.0
1;180400;ASH_COATED_OSMIUM;10002;13;10000;28;;;10018;13;10021;28;;;10010.0;0.0
1;180500;INTARIAN_PEPPER_ROOT;10612;12;10609;18;;;10630;18;;;;;10621.0;0.0
1;180500;ASH_COATED_OSMIUM;10002;14;9999;21;;;10020;21;;;;;10011.0;0.0
1;180600;INTARIAN_PEPPER_ROOT;10612;10;10608;17;;;10626;10;;;;;10619.0;0.0
1;180600;ASH_COATED_OSMIUM;10001;12;9999;26;;;10020;26;;;;;10010.5;0.0
1;180700;ASH_COATED_OSMIUM;;;;;;;10017;12;10020;29;;;10017.0;0.0
1;180700;INTARIAN_PEPPER_ROOT;10612;9;10608;25;;;10629;25;;;;;10620.5;0.0
1;180800;INTARIAN_PEPPER_ROOT;10612;10;;;;;10626;10;10629;16;;;10619.0;0.0
1;180800;ASH_COATED_OSMIUM;10002;13;9999;25;;;10018;13;10020;25;;;10010.0;0.0
1;180900;INTARIAN_PEPPER_ROOT;10611;8;10608;17;;;10625;8;10628;17;;;10618.0;0.0
1;180900;ASH_COATED_OSMIUM;10001;11;9999;29;;;10017;11;10020;29;;;10009.0;0.0
1;181000;INTARIAN_PEPPER_ROOT;10611;12;10608;15;;;10625;12;10628;15;;;10618.0;0.0
1;181000;ASH_COATED_OSMIUM;10001;12;;;;;10010;3;10017;12;;;10005.5;0.0
1;181100;ASH_COATED_OSMIUM;10001;13;9998;24;;;10017;13;10019;24;;;10009.0;0.0
1;181100;INTARIAN_PEPPER_ROOT;10611;8;10608;18;;;10625;8;10628;18;;;10618.0;0.0
1;181200;INTARIAN_PEPPER_ROOT;10610;12;10607;24;;;10624;12;10628;24;;;10617.0;0.0
1;181200;ASH_COATED_OSMIUM;;;;;;;10017;11;10019;30;;;10017.0;0.0
1;181300;INTARIAN_PEPPER_ROOT;;;;;;;10624;8;10628;21;;;10624.0;0.0
1;181300;ASH_COATED_OSMIUM;10001;10;;;;;10017;10;10020;21;;;10009.0;0.0
1;181400;ASH_COATED_OSMIUM;10001;11;9999;23;;;10017;11;10020;23;;;10009.0;0.0
1;181400;INTARIAN_PEPPER_ROOT;10610;9;10607;21;;;10624;9;10628;21;;;10617.0;0.0
1;181500;ASH_COATED_OSMIUM;10002;14;9999;29;;;10018;14;10020;29;;;10010.0;0.0
1;181500;INTARIAN_PEPPER_ROOT;10609;12;10606;18;;;10624;12;10627;18;;;10616.5;0.0
1;181600;ASH_COATED_OSMIUM;10002;15;9999;23;;;10018;15;10020;23;;;10010.0;0.0
1;181600;INTARIAN_PEPPER_ROOT;10610;8;10606;21;;;10624;8;;;;;10617.0;0.0
1;181700;INTARIAN_PEPPER_ROOT;10610;11;10606;23;;;10624;11;10627;23;;;10617.0;0.0
1;181700;ASH_COATED_OSMIUM;10002;13;9999;21;;;10018;13;10020;21;;;10010.0;0.0
1;181800;ASH_COATED_OSMIUM;10002;12;9999;29;;;10018;12;10020;29;;;10010.0;0.0
1;181800;INTARIAN_PEPPER_ROOT;10609;11;10605;18;;;10623;11;;;;;10616.0;0.0
1;181900;ASH_COATED_OSMIUM;10001;14;9999;29;;;10017;14;10020;29;;;10009.0;0.0
1;181900;INTARIAN_PEPPER_ROOT;10609;12;10606;25;;;10623;12;10626;25;;;10616.0;0.0
1;182000;INTARIAN_PEPPER_ROOT;10609;9;10606;22;;;;;;;;;10609.0;0.0
1;182000;ASH_COATED_OSMIUM;10002;11;;;;;10018;11;10020;20;;;10010.0;0.0
1;182100;INTARIAN_PEPPER_ROOT;10609;11;10606;21;;;10626;21;;;;;10617.5;0.0
1;182100;ASH_COATED_OSMIUM;9999;20;;;;;10018;11;;;;;10008.5;0.0
1;182200;INTARIAN_PEPPER_ROOT;10608;9;10605;19;;;10622;9;;;;;10615.0;0.0
1;182200;ASH_COATED_OSMIUM;10002;11;10000;20;;;10021;20;;;;;10011.5;0.0
1;182300;ASH_COATED_OSMIUM;10002;10;9999;27;;;10018;10;10021;27;;;10010.0;0.0
1;182300;INTARIAN_PEPPER_ROOT;10605;18;;;;;10622;12;;;;;10613.5;0.0
1;182400;INTARIAN_PEPPER_ROOT;10608;9;10605;25;;;10618;5;10622;9;;;10613.0;0.0
1;182400;ASH_COATED_OSMIUM;10002;10;9999;20;;;10018;10;10020;20;;;10010.0;0.0
1;182500;INTARIAN_PEPPER_ROOT;10607;12;10604;24;;;10622;12;10625;24;;;10614.5;0.0
1;182500;ASH_COATED_OSMIUM;10002;13;;;;;;;;;;;10002.0;0.0
1;182600;INTARIAN_PEPPER_ROOT;10608;11;10604;18;;;10622;11;10625;18;;;10615.0;0.0
1;182600;ASH_COATED_OSMIUM;10002;12;;;;;10018;12;10020;29;;;10010.0;0.0
1;182700;ASH_COATED_OSMIUM;9999;28;;;;;10017;10;10020;28;;;10008.0;0.0
1;182700;INTARIAN_PEPPER_ROOT;10608;12;10604;16;;;10622;12;;;;;10615.0;0.0
1;182800;INTARIAN_PEPPER_ROOT;10607;11;10603;17;;;10621;11;10624;17;;;10614.0;0.0
1;182800;ASH_COATED_OSMIUM;10001;11;9999;24;;;10017;11;10020;24;;;10009.0;0.0
1;182900;INTARIAN_PEPPER_ROOT;10607;8;;;;;10621;8;10624;22;;;10614.0;0.0
1;182900;ASH_COATED_OSMIUM;10001;10;9999;29;;;10020;29;;;;;10010.5;0.0
1;183000;INTARIAN_PEPPER_ROOT;10604;19;;;;;10621;8;10624;19;;;10612.5;0.0
1;183000;ASH_COATED_OSMIUM;;;;;;;10017;10;;;;;10017.0;0.0
1;183100;ASH_COATED_OSMIUM;9999;25;;;;;10017;11;;;;;10008.0;0.0
1;183100;INTARIAN_PEPPER_ROOT;10606;11;;;;;10620;11;10623;19;;;10613.0;0.0
1;183200;INTARIAN_PEPPER_ROOT;10606;10;10603;25;;;10620;10;;;;;10613.0;0.0
1;183200;ASH_COATED_OSMIUM;10001;13;9998;26;;;10017;13;10019;26;;;10009.0;0.0
1;183300;INTARIAN_PEPPER_ROOT;10606;10;10603;15;;;;;;;;;10606.0;0.0
1;183300;ASH_COATED_OSMIUM;10001;13;;;;;;;;;;;10001.0;0.0
1;183400;INTARIAN_PEPPER_ROOT;10605;12;10602;22;;;10623;22;;;;;10614.0;0.0
1;183400;ASH_COATED_OSMIUM;10001;13;9999;22;;;10017;13;10020;22;;;10009.0;0.0
1;183500;ASH_COATED_OSMIUM;10001;13;9999;21;;;10017;13;;;;;10009.0;0.0
1;183500;INTARIAN_PEPPER_ROOT;10605;9;10602;22;;;10620;9;10623;22;;;10612.5;0.0
1;183600;INTARIAN_PEPPER_ROOT;10602;15;;;;;10623;15;;;;;10612.5;0.0
1;183600;ASH_COATED_OSMIUM;9999;25;;;;;10018;11;10020;25;;;10008.5;0.0
1;183700;INTARIAN_PEPPER_ROOT;10605;8;10601;25;;;10619;8;;;;;10612.0;0.0
1;183700;ASH_COATED_OSMIUM;9999;25;;;;;10017;12;10020;25;;;10008.0;0.0
1;183800;INTARIAN_PEPPER_ROOT;10601;22;;;;;;;;;;;10601.0;0.0
1;183800;ASH_COATED_OSMIUM;10002;13;;;;;10018;13;10020;25;;;10010.0;0.0
1;183900;ASH_COATED_OSMIUM;10001;11;9999;26;;;10017;11;;;;;10009.0;0.0
1;183900;INTARIAN_PEPPER_ROOT;10602;18;;;;;10622;18;;;;;10612.0;0.0
1;184000;INTARIAN_PEPPER_ROOT;10604;12;10601;25;;;10618;12;10621;25;;;10611.0;0.0
1;184000;ASH_COATED_OSMIUM;10001;15;9998;28;;;10017;15;10019;28;;;10009.0;0.0
1;184100;INTARIAN_PEPPER_ROOT;10601;20;;;;;10618;9;10621;20;;;10609.5;0.0
1;184100;ASH_COATED_OSMIUM;10007;4;10001;14;9999;30;10017;14;10020;30;;;10012.0;0.0
1;184200;ASH_COATED_OSMIUM;10001;13;9999;20;;;10017;13;10020;20;;;10009.0;0.0
1;184200;INTARIAN_PEPPER_ROOT;10601;23;;;;;10618;11;;;;;10609.5;0.0
1;184300;ASH_COATED_OSMIUM;9999;21;;;;;;;;;;;9999.0;0.0
1;184300;INTARIAN_PEPPER_ROOT;10603;12;10600;16;;;10617;12;;;;;10610.0;0.0
1;184400;ASH_COATED_OSMIUM;10001;15;;;;;10017;15;;;;;10009.0;0.0
1;184400;INTARIAN_PEPPER_ROOT;10603;9;10600;16;;;10613;9;10617;9;10621;16;10608.0;0.0
1;184500;INTARIAN_PEPPER_ROOT;10603;10;10600;21;;;10618;10;10621;21;;;10610.5;0.0
1;184500;ASH_COATED_OSMIUM;10001;13;9998;23;;;10017;13;10019;23;;;10009.0;0.0
1;184600;ASH_COATED_OSMIUM;10001;15;;;;;10017;15;10020;21;;;10009.0;0.0
1;184600;INTARIAN_PEPPER_ROOT;10603;10;10599;15;;;10617;10;10620;15;;;10610.0;0.0
1;184700;ASH_COATED_OSMIUM;10011;4;10001;10;;;10017;10;10020;29;;;10014.0;0.0
1;184700;INTARIAN_PEPPER_ROOT;;;;;;;10620;25;;;;;10620.0;0.0
1;184800;ASH_COATED_OSMIUM;;;;;;;10016;13;10019;24;;;10016.0;0.0
1;184800;INTARIAN_PEPPER_ROOT;10603;10;10599;17;;;10617;10;;;;;10610.0;0.0
1;184900;INTARIAN_PEPPER_ROOT;10602;9;10599;22;;;10616;9;10619;22;;;10609.0;0.0
1;184900;ASH_COATED_OSMIUM;10000;10;9998;27;;;;;;;;;10000.0;0.0
1;185000;ASH_COATED_OSMIUM;10001;11;;;;;10006;6;10019;30;;;10003.5;0.0
1;185000;INTARIAN_PEPPER_ROOT;;;;;;;10616;9;10619;16;;;10616.0;0.0
1;185100;ASH_COATED_OSMIUM;10001;15;9999;22;;;10017;15;10020;22;;;10009.0;0.0
1;185100;INTARIAN_PEPPER_ROOT;10602;9;10599;17;;;10616;9;10619;17;;;10609.0;0.0
1;185200;ASH_COATED_OSMIUM;10002;12;9999;28;;;10018;12;10020;28;;;10010.0;0.0
1;185200;INTARIAN_PEPPER_ROOT;10601;10;10598;22;;;10615;10;10619;22;;;10608.0;0.0
1;185300;INTARIAN_PEPPER_ROOT;;;;;;;10619;16;;;;;10619.0;0.0
1;185300;ASH_COATED_OSMIUM;10002;14;9999;25;;;10018;14;;;;;10010.0;0.0
1;185400;ASH_COATED_OSMIUM;10002;13;9999;22;;;10018;13;10020;22;;;10010.0;0.0
1;185400;INTARIAN_PEPPER_ROOT;10601;10;10598;17;;;10615;10;10619;17;;;10608.0;0.0
1;185500;ASH_COATED_OSMIUM;;;;;;;10017;11;10020;22;;;10017.0;0.0
1;185500;INTARIAN_PEPPER_ROOT;10600;12;10597;19;;;10615;12;10618;19;;;10607.5;0.0
1;185600;ASH_COATED_OSMIUM;10001;15;9999;21;;;10017;15;10020;21;;;10009.0;0.0
1;185600;INTARIAN_PEPPER_ROOT;10597;22;;;;;10615;8;10618;22;;;10606.0;0.0
1;185700;ASH_COATED_OSMIUM;10001;14;9999;30;;;10017;14;10020;30;;;10009.0;0.0
1;185700;INTARIAN_PEPPER_ROOT;10597;19;;;;;;;;;;;10597.0;0.0
1;185800;INTARIAN_PEPPER_ROOT;10600;10;10596;21;;;10614;10;10617;21;;;10607.0;0.0
1;185800;ASH_COATED_OSMIUM;10001;10;9998;24;;;10017;10;10019;24;;;10009.0;0.0
1;185900;ASH_COATED_OSMIUM;10001;10;9999;21;;;10017;10;10020;21;;;10009.0;0.0
1;185900;INTARIAN_PEPPER_ROOT;10600;12;10597;18;;;10617;18;;;;;10608.5;0.0
1;186000;ASH_COATED_OSMIUM;10001;13;9999;20;;;10017;13;;;;;10009.0;0.0
1;186000;INTARIAN_PEPPER_ROOT;10600;9;10597;16;;;10614;9;10617;16;;;10607.0;0.0
1;186100;ASH_COATED_OSMIUM;10001;13;9999;24;;;10017;13;10020;24;;;10009.0;0.0
1;186100;INTARIAN_PEPPER_ROOT;10599;9;;;;;10613;9;10616;24;;;10606.0;0.0
1;186200;INTARIAN_PEPPER_ROOT;10599;9;10596;19;;;10613;9;10617;19;;;10606.0;0.0
1;186200;ASH_COATED_OSMIUM;;;;;;;10017;12;10020;22;;;10017.0;0.0
1;186300;ASH_COATED_OSMIUM;10002;14;9999;29;;;;;;;;;10002.0;0.0
1;186300;INTARIAN_PEPPER_ROOT;10596;22;;;;;10613;12;10617;22;;;10604.5;0.0
1;186400;ASH_COATED_OSMIUM;10002;12;9999;21;;;10011;4;10018;12;10020;21;10006.5;0.0
1;186400;INTARIAN_PEPPER_ROOT;10598;11;10595;15;;;10612;11;10616;15;;;10605.0;0.0
1;186500;INTARIAN_PEPPER_ROOT;10598;9;10595;20;;;10613;9;10616;20;;;10605.5;0.0
1;186500;ASH_COATED_OSMIUM;10002;15;;;;;10018;15;10020;20;;;10010.0;0.0
1;186600;INTARIAN_PEPPER_ROOT;10599;10;10595;15;;;10613;10;;;;;10606.0;0.0
1;186600;ASH_COATED_OSMIUM;10002;12;10000;30;;;10018;12;;;;;10010.0;0.0
1;186700;INTARIAN_PEPPER_ROOT;10594;18;;;;;10612;11;10615;18;;;10603.0;0.0
1;186700;ASH_COATED_OSMIUM;10002;14;;;;;10018;14;10020;25;;;10010.0;0.0
1;186800;ASH_COATED_OSMIUM;10002;15;10000;21;;;10018;15;;;;;10010.0;0.0
1;186800;INTARIAN_PEPPER_ROOT;10598;12;10594;22;;;10612;12;10615;22;;;10605.0;0.0
1;186900;INTARIAN_PEPPER_ROOT;10598;12;10595;16;;;10612;12;10615;16;;;10605.0;0.0
1;186900;ASH_COATED_OSMIUM;10002;14;9999;20;;;10020;20;;;;;10011.0;0.0
1;187000;INTARIAN_PEPPER_ROOT;10597;12;10594;22;;;10611;12;;;;;10604.0;0.0
1;187000;ASH_COATED_OSMIUM;10002;11;;;;;10020;23;;;;;10011.0;0.0
1;187100;INTARIAN_PEPPER_ROOT;10597;11;10594;19;;;10614;19;;;;;10605.5;0.0
1;187100;ASH_COATED_OSMIUM;10001;13;9999;27;;;10017;13;10020;27;;;10009.0;0.0
1;187200;ASH_COATED_OSMIUM;10007;3;9999;27;;;10020;27;;;;;10013.5;0.0
1;187200;INTARIAN_PEPPER_ROOT;10597;10;10594;17;;;10615;17;;;;;10606.0;0.0
1;187300;INTARIAN_PEPPER_ROOT;10596;11;10593;25;;;10614;25;;;;;10605.0;0.0
1;187300;ASH_COATED_OSMIUM;10001;15;9999;28;;;10017;15;10020;28;;;10009.0;0.0
1;187400;INTARIAN_PEPPER_ROOT;10596;10;10593;15;;;10610;10;10614;15;;;10603.0;0.0
1;187400;ASH_COATED_OSMIUM;10001;13;9999;30;;;10017;13;;;;;10009.0;0.0
1;187500;INTARIAN_PEPPER_ROOT;10596;8;10593;21;;;10611;8;10614;21;;;10603.5;0.0
1;187500;ASH_COATED_OSMIUM;10001;13;9998;26;;;10017;13;10019;26;;;10009.0;0.0
1;187600;ASH_COATED_OSMIUM;10001;15;;;;;10017;15;10019;25;;;10009.0;0.0
1;187600;INTARIAN_PEPPER_ROOT;10592;15;;;;;10610;12;;;;;10601.0;0.0
1;187700;INTARIAN_PEPPER_ROOT;10596;9;10592;20;;;10610;9;10613;20;;;10603.0;0.0
1;187700;ASH_COATED_OSMIUM;10001;15;9999;27;;;10017;15;;;;;10009.0;0.0
1;187800;INTARIAN_PEPPER_ROOT;10595;10;10591;21;;;10609;10;;;;;10602.0;0.0
1;187800;ASH_COATED_OSMIUM;10001;11;9998;22;;;10017;11;10019;22;;;10009.0;0.0
1;187900;INTARIAN_PEPPER_ROOT;10595;9;10592;21;;;10609;9;10612;21;;;10602.0;0.0
1;187900;ASH_COATED_OSMIUM;10001;12;9998;29;;;10017;12;10019;29;;;10009.0;0.0
1;188000;ASH_COATED_OSMIUM;10001;14;;;;;10020;21;;;;;10010.5;0.0
1;188000;INTARIAN_PEPPER_ROOT;10592;18;;;;;10609;8;;;;;10600.5;0.0
1;188100;INTARIAN_PEPPER_ROOT;10591;17;;;;;;;;;;;10591.0;0.0
1;188100;ASH_COATED_OSMIUM;10001;13;9999;25;;;10017;13;10020;25;;;10009.0;0.0
1;188200;INTARIAN_PEPPER_ROOT;10594;12;10591;24;;;10597;3;10608;12;10612;24;10595.5;0.0
1;188200;ASH_COATED_OSMIUM;10001;15;9999;26;;;10018;15;10020;26;;;10009.5;0.0
1;188300;INTARIAN_PEPPER_ROOT;10594;9;;;;;10608;9;10612;20;;;10601.0;0.0
1;188300;ASH_COATED_OSMIUM;10002;15;;;;;10018;15;10020;30;;;10010.0;0.0
1;188400;ASH_COATED_OSMIUM;10002;11;9999;29;;;10018;11;10021;29;;;10010.0;0.0
1;188400;INTARIAN_PEPPER_ROOT;10590;16;;;;;10607;11;10611;16;;;10598.5;0.0
1;188500;INTARIAN_PEPPER_ROOT;10593;10;10590;21;;;10608;10;10611;21;;;10600.5;0.0
1;188500;ASH_COATED_OSMIUM;10002;14;9999;28;;;10018;14;10020;28;;;10010.0;0.0
1;188600;INTARIAN_PEPPER_ROOT;10594;8;10590;21;;;10608;8;10611;21;;;10601.0;0.0
1;188600;ASH_COATED_OSMIUM;10003;14;;;;;10019;14;10021;24;;;10011.0;0.0
1;188700;INTARIAN_PEPPER_ROOT;10593;8;10589;21;;;10607;8;;;;;10600.0;0.0
1;188700;ASH_COATED_OSMIUM;10003;14;10000;21;;;10021;21;;;;;10012.0;0.0
1;188800;INTARIAN_PEPPER_ROOT;;;;;;;10607;11;10610;22;;;10607.0;0.0
1;188800;ASH_COATED_OSMIUM;10000;23;;;;;10019;11;10022;23;;;10009.5;0.0
1;188900;ASH_COATED_OSMIUM;10003;10;10001;20;;;10019;10;;;;;10011.0;0.0
1;188900;INTARIAN_PEPPER_ROOT;10590;19;;;;;10610;19;;;;;10600.0;0.0
1;189000;INTARIAN_PEPPER_ROOT;10592;11;10589;25;;;10606;11;10609;25;;;10599.0;0.0
1;189000;ASH_COATED_OSMIUM;10003;10;10001;26;;;10019;10;10022;26;;;10011.0;0.0
1;189100;INTARIAN_PEPPER_ROOT;10592;11;10589;20;;;10609;20;;;;;10600.5;0.0
1;189100;ASH_COATED_OSMIUM;10003;13;10001;22;;;10019;13;;;;;10011.0;0.0
1;189200;INTARIAN_PEPPER_ROOT;10592;10;10589;16;;;10606;10;;;;;10599.0;0.0
1;189200;ASH_COATED_OSMIUM;10003;11;;;;;10013;4;10019;11;10022;26;10008.0;0.0
1;189300;ASH_COATED_OSMIUM;10004;11;10001;21;;;10020;11;10022;21;;;10012.0;0.0
1;189300;INTARIAN_PEPPER_ROOT;10591;11;10588;19;;;10605;11;10609;19;;;10598.0;0.0
1;189400;INTARIAN_PEPPER_ROOT;10591;8;10588;17;;;;;;;;;10591.0;0.0
1;189400;ASH_COATED_OSMIUM;10004;10;10001;22;;;10020;10;10022;22;;;10012.0;0.0
1;189500;INTARIAN_PEPPER_ROOT;10590;12;10587;20;;;10605;12;10608;20;;;10597.5;0.0
1;189500;ASH_COATED_OSMIUM;10004;15;10001;20;;;10022;20;;;;;10013.0;0.0
1;189600;INTARIAN_PEPPER_ROOT;10591;8;10587;20;;;10605;8;10608;20;;;10598.0;0.0
1;189600;ASH_COATED_OSMIUM;10004;12;10001;24;;;10020;12;10022;24;;;10012.0;0.0
1;189700;ASH_COATED_OSMIUM;10004;12;10002;25;;;10010;5;10020;12;10023;25;10007.0;0.0
1;189700;INTARIAN_PEPPER_ROOT;10591;9;10587;15;;;;;;;;;10591.0;0.0
1;189800;INTARIAN_PEPPER_ROOT;10590;9;10586;21;;;;;;;;;10590.0;0.0
1;189800;ASH_COATED_OSMIUM;10001;23;;;;;10020;15;10022;23;;;10010.5;0.0
1;189900;INTARIAN_PEPPER_ROOT;10587;19;;;;;10599;5;10604;10;10607;19;10593.0;0.0
1;189900;ASH_COATED_OSMIUM;10003;11;10001;24;;;10019;11;10022;24;;;10011.0;0.0
1;190000;INTARIAN_PEPPER_ROOT;10590;12;10587;21;;;10607;21;;;;;10598.5;0.0
1;190000;ASH_COATED_OSMIUM;10003;10;;;;;10019;10;10022;20;;;10011.0;0.0
1;190100;ASH_COATED_OSMIUM;10001;22;;;;;10019;11;10022;22;;;10010.0;0.0
1;190100;INTARIAN_PEPPER_ROOT;10589;10;10586;24;;;10603;10;10606;24;;;10596.0;0.0
1;190200;ASH_COATED_OSMIUM;10003;10;10000;25;;;10019;10;;;;;10011.0;0.0
1;190200;INTARIAN_PEPPER_ROOT;10589;11;10586;25;;;;;;;;;10589.0;0.0
1;190300;INTARIAN_PEPPER_ROOT;10586;18;;;;;;;;;;;10586.0;0.0
1;190300;ASH_COATED_OSMIUM;10003;10;10000;21;;;10019;10;10021;21;;;10011.0;0.0
1;190400;ASH_COATED_OSMIUM;10003;14;;;;;10021;20;;;;;10012.0;0.0
1;190400;INTARIAN_PEPPER_ROOT;10588;11;10585;24;;;10602;11;10606;24;;;10595.0;0.0
1;190500;ASH_COATED_OSMIUM;10002;12;10000;27;;;10021;27;;;;;10011.5;0.0
1;190500;INTARIAN_PEPPER_ROOT;10585;25;;;;;10603;9;;;;;10594.0;0.0
1;190600;ASH_COATED_OSMIUM;10002;13;10000;25;;;10018;13;10021;25;;;10010.0;0.0
1;190600;INTARIAN_PEPPER_ROOT;10588;10;;;;;10602;10;10605;21;;;10595.0;0.0
1;190700;INTARIAN_PEPPER_ROOT;10588;8;10584;24;;;10602;8;10605;24;;;10595.0;0.0
1;190700;ASH_COATED_OSMIUM;9999;26;;;;;10018;14;10021;26;;;10008.5;0.0
1;190800;ASH_COATED_OSMIUM;9999;28;;;;;10018;10;10020;28;;;10008.5;0.0
1;190800;INTARIAN_PEPPER_ROOT;10588;9;10584;17;;;10602;9;10605;17;;;10595.0;0.0
1;190900;ASH_COATED_OSMIUM;10002;15;9999;20;;;10018;15;10020;20;;;10010.0;0.0
1;190900;INTARIAN_PEPPER_ROOT;10584;18;;;;;10601;11;;;;;10592.5;0.0
1;191000;INTARIAN_PEPPER_ROOT;10587;10;;;;;10601;10;10604;25;;;10594.0;0.0
1;191000;ASH_COATED_OSMIUM;10001;14;9999;30;;;10020;30;;;;;10010.5;0.0
1;191100;INTARIAN_PEPPER_ROOT;10584;21;;;;;10601;12;;;;;10592.5;0.0
1;191100;ASH_COATED_OSMIUM;10001;12;9999;27;;;10017;12;10020;27;;;10009.0;0.0
1;191200;INTARIAN_PEPPER_ROOT;10583;19;;;;;10600;12;;;;;10591.5;0.0
1;191200;ASH_COATED_OSMIUM;10001;14;9998;30;;;10017;14;10019;30;;;10009.0;0.0
1;191300;ASH_COATED_OSMIUM;9999;21;;;;;10017;10;10020;21;;;10008.0;0.0
1;191300;INTARIAN_PEPPER_ROOT;10586;12;;;;;10600;12;10604;19;;;10593.0;0.0
1;191400;INTARIAN_PEPPER_ROOT;10586;11;10583;22;;;10600;11;;;;;10593.0;0.0
1;191400;ASH_COATED_OSMIUM;10001;11;;;;;10017;11;;;;;10009.0;0.0
1;191500;INTARIAN_PEPPER_ROOT;10582;16;;;;;10600;8;10603;16;;;10591.0;0.0
1;191500;ASH_COATED_OSMIUM;10001;14;9998;30;;;10017;14;10019;30;;;10009.0;0.0
1;191600;INTARIAN_PEPPER_ROOT;10586;10;10582;25;;;10600;10;10603;25;;;10593.0;0.0
